name,x_mm,y_mm,Bx_T,By_T,Bmag_T
gap_center,0,12.5,2.216092409036827e-006,-0.6232044014383219,0.6232044014422621
yoke_hotspot,194.275,91.13,-0.559577544599012,0.9072875137254234,1.065972636131678
