x_mm,y_mm,Bx_T,By_T,Bmag_T,dBy_over_By0,dB_mag_over_B0
0,12.5,1.707873312324827e-006,-0.6230440796439819,0.6230440796463227,0,0
0.1891125,12.5,1.833197116520313e-006,-0.6230440735409187,0.6230440735436157,-9.795556032976549e-009,-9.794984268118867e-009
0.378225,12.5,1.958520920715798e-006,-0.6230440674378558,0.6230440674409341,-1.959111162186389e-008,-1.958992779105273e-008
0.5673375000000001,12.5,2.083844724911283e-006,-0.6230440613347926,0.6230440613382774,-2.938666765484044e-008,-2.938483145698001e-008
0.75645,12.5,2.209168529106769e-006,-0.6230440552317296,0.6230440552356462,-3.918222346577238e-008,-3.917969415567768e-008
0.9455625,12.5,2.334492333302254e-006,-0.6230440491286665,0.6230440491330401,-4.897777927670433e-008,-4.897451644225725e-008
1.134675,12.5,2.459816137497739e-006,-0.6230440430256035,0.6230440430304592,-5.877333508763627e-008,-5.876929842774103e-008
1.3237875,12.5,2.585139941693224e-006,-0.6230440369225403,0.6230440369279034,-6.856889100959052e-008,-6.856404000110672e-008
1.5129,12.5,2.710463745888709e-006,-0.6230440308194772,0.623044030825373,-7.836444682052246e-008,-7.8358741051332e-008
1.7020125,12.5,2.835787550084195e-006,-0.6230440247164142,0.6230440247228677,-8.81600026314544e-008,-8.815340157841689e-008
1.891125,12.5,2.96111135427968e-006,-0.6230440186133511,0.6230440186203876,-9.795555844238635e-008,-9.794802169338368e-008
2.0802375,12.5,3.086435158475165e-006,-0.623044012510288,0.6230440125179327,-1.077511144753629e-007,-1.077426013962324e-007
2.26935,12.5,3.211758962670651e-006,-0.6230440064072249,0.6230440064155032,-1.175466702862948e-007,-1.175371404649184e-007
2.4584625,12.5,3.337082766866136e-006,-0.6230440003041617,0.6230440003130986,-1.273422262082491e-007,-1.273316393435309e-007
2.647575,12.5,3.462406571061621e-006,-0.6230439942010988,0.6230439942107194,-1.371377819081587e-007,-1.371260975879807e-007
2.8366875,12.5,3.587730375257106e-006,-0.6230439880980356,0.6230439881083654,-1.46933337830113e-007,-1.469205154203124e-007
3.0258,12.5,3.713054179452592e-006,-0.6230439819949725,0.6230439820060365,-1.567288938630895e-007,-1.56714892840526e-007
3.2149125,12.5,3.838377983648077e-006,-0.6230439758919094,0.6230439759037329,-1.665244496740215e-007,-1.665092296265769e-007
3.404025,12.5,3.963701787843562e-006,-0.6230439697888464,0.6230439698014546,-1.763200054849534e-007,-1.763035260005097e-007
3.5931375,12.5,4.089025592039047e-006,-0.6230439636857832,0.6230439636992012,-1.8611556151793e-007,-1.86097782184369e-007
3.78225,12.5,4.36541956057714e-006,-0.6230439330392425,0.6230439330545359,-2.353039602054352e-007,-2.352831710572545e-007
3.9713625,12.5,4.717030772881499e-006,-0.6230438901725994,0.6230438901904556,-3.041059030151061e-007,-3.040810004906191e-007
4.160475,12.5,5.068641985185864e-006,-0.6230438473059572,0.6230438473265746,-3.729078443814871e-007,-3.728785099577081e-007
4.349587499999999,12.5,5.420253197490223e-006,-0.6230438044393142,0.6230438044628913,-4.417097869691133e-007,-4.416757021230566e-007
4.5387,12.5,5.771864409794587e-006,-0.6230437615726718,0.623043761599407,-5.105117285575389e-007,-5.104725749882633e-007
4.7278125,12.5,6.123475622098948e-006,-0.6230437187060293,0.623043718736121,-5.793136704790314e-007,-5.792691295525287e-007
4.916925,12.5,6.475086834403313e-006,-0.6230436758393867,0.6230436758730333,-6.481156124005238e-007,-6.480653657048308e-007
5.1060375,12.5,6.830675737748056e-006,-0.6230437863330357,0.6230437863704794,-4.707707781381743e-007,-4.707144370952321e-007
5.29515,12.5,7.187810666329776e-006,-0.623043956433849,0.6230439564753105,-1.977550816434359e-007,-1.976922919810775e-007
5.4842625,12.5,7.544945594911498e-006,-0.6230441265346622,0.6230441265803461,7.526061462925782e-008,7.533018120398083e-008
5.673375,12.5,7.902080523493218e-006,-0.6230442966354752,0.6230442966855864,3.482763104578623e-007,3.483529831260768e-007
5.862487499999999,12.5,8.259215452074943e-006,-0.6230444667362888,0.6230444667910318,6.212920073966899e-007,6.213761141182772e-007
6.0516,12.5,8.616350380656662e-006,-0.6230446368371017,0.6230446368966812,8.943077030032498e-007,8.943995726262699e-007
6.2407125,12.5,8.97348530923839e-006,-0.6230448069379153,0.6230448070025362,1.167323399942077e-006,1.167423361092546e-006
6.429825,12.5,9.330620237820109e-006,-0.6230449770387282,0.6230449771085951,1.440339095770682e-006,1.440447476630524e-006
6.618937499999999,12.5,9.687755166401827e-006,-0.6230451471395414,0.623045147214859,1.713354792043376e-006,1.713471921460652e-006
6.80805,12.5,1.004489009498356e-005,-0.6230453172403549,0.6230453173213281,1.986370488760159e-006,1.986496695582929e-006
6.9971625,12.5,1.040202502356528e-005,-0.6230454873411679,0.6230454874280011,2.259386184810808e-006,2.259521796998953e-006
7.186274999999999,12.5,1.0759159952147e-005,-0.6230456574419814,0.6230456575348795,2.532401881305546e-006,2.532547227929172e-006
7.3753875,12.5,1.111629488072872e-005,-0.6230458275427944,0.623045827641962,2.805417577356195e-006,2.805572986597227e-006
7.5645,12.5,1.147342980931044e-005,-0.6230459976436076,0.6230459977492495,3.078433273628889e-006,3.078599074335386e-006
7.753612499999999,12.5,1.183056473789217e-005,-0.6230461677444209,0.6230461678567418,3.351448970123627e-006,3.351625490699561e-006
7.942724999999999,12.5,1.218769966647388e-005,-0.623046337845234,0.6230463379644386,3.624464666174276e-006,3.624652235245662e-006
8.1318375,12.5,1.254483459505561e-005,-0.6230465079460477,0.6230465080723407,3.897480363113104e-006,3.897679309305957e-006
8.32095,12.5,1.290196952363733e-005,-0.6230466780468605,0.6230466781804467,4.170496058941708e-006,4.170706710659999e-006
8.5100625,12.5,1.325910445221906e-005,-0.623046848147674,0.623046848288758,4.443511755436447e-006,4.443734441528235e-006
8.699174999999999,12.5,1.361623938080078e-005,-0.6230470182484871,0.6230470183972736,4.716527451487096e-006,4.716762500356353e-006
8.888287499999999,12.5,1.39733743093825e-005,-0.6230471883493005,0.6230471885059943,4.989543148203879e-006,4.989790888254575e-006
9.077400000000001,12.5,1.433050923796423e-005,-0.6230473584501136,0.6230473586149193,5.262558844254528e-006,5.262819604334723e-006
9.266512500000001,12.5,1.468764416654595e-005,-0.6230475285509268,0.6230475287240491,5.535574540527222e-006,5.535848648818842e-006
9.455625,12.5,1.504477909512767e-005,-0.6230476986517401,0.6230476988333838,5.80859023702196e-006,5.808878022373065e-006
9.6447375,12.5,1.540191402370939e-005,-0.6230478687525532,0.623047868942923,6.081605933072609e-006,6.08190772388717e-006
9.83385,12.5,1.575904895229112e-005,-0.6230480388533666,0.6230480390526671,6.354621629567347e-006,6.354937754471379e-006
10.0229625,12.5,1.611618388087284e-005,-0.6230482089541798,0.6230482091626158,6.627637325840041e-006,6.627968113459559e-006
10.212075,12.5,1.66481148245705e-005,-0.6230482257535019,0.6230482259759244,6.654600622102436e-006,6.654953858209467e-006
10.4011875,12.5,1.727833739025664e-005,-0.6230481563480428,0.6230481565876237,6.543203272535436e-006,6.543584048390727e-006
10.5903,12.5,1.790855995594279e-005,-0.6230480869425837,0.6230480871999607,6.431805923190481e-006,6.432215262197616e-006
