name,x_mm,y_mm,Bx_T,By_T,Bmag_T
gap_center,0,12.5,1.636546242851157e-006,-0.6231074806874732,0.6231074806896224
yoke_hotspot,192.275,90.13,-0.6784432105786575,0.9420287131674663,1.160906234978617
