x_mm,y_mm,Bx_T,By_T,Bmag_T,dBy_over_By0
-62.78534999999999,12.5,-0.0006351709278956504,-0.06209195919023966,0.06209520785205595,0.05576536324413439
-62.40712499999999,12.5,-0.0005850105404553823,-0.06210011588993924,0.06210287135774262,0.05590405368221218
-62.02889999999999,12.5,-0.0005348501530151143,-0.0621082725896389,0.06211057549850163,0.05604274412029131
-61.65067499999999,12.5,-0.0004846897655748461,-0.06211642928933847,0.0621183202592137,0.05618143455836888
-61.27245,12.5,-0.0004345293781345793,-0.06212458598903811,0.0621261056246877,0.05632012499644778
-60.894225,12.5,-0.0003843689906943113,-0.0621327426887377,0.0621339315796602,0.05645881543452558
-60.516,12.5,-0.000334208603254043,-0.06214089938843734,0.06214179810879615,0.05659750587260426
-60.137775,12.5,-0.0002840482158137762,-0.06214905608813699,0.06214970519668862,0.05673619631068338
-59.75955,12.5,-0.000233887828373508,-0.06215721278783665,0.06215765282785913,0.05687488674876229
-59.381325,12.5,-0.0001837274409332399,-0.06216536948753622,0.06216564098675773,0.05701357718684008
-59.0031,12.5,-0.0001335670534929718,-0.0621735261872358,0.06217366965776329,0.05715226762491787
-58.624875,12.5,-8.340666605270361e-005,-0.06218168288693544,0.06218173882518357,0.05729095806299656
-58.24665,12.5,-3.324627861243683e-005,-0.0621898395866351,0.06218984847325525,0.05742964850107568
-57.868425,12.5,1.691410882783126e-005,-0.06219799628633467,0.06219799858614406,0.05756833893915325
-57.49019999999999,12.5,6.707449626810078e-005,-0.06220615298603425,0.0622061891479453,0.05770702937723104
-57.11197499999999,12.5,0.0001150360182073641,-0.06219243376861379,0.0621925401583574,0.05747375803659005
-56.73375,12.5,0.0001595282138231266,-0.06214419916356189,0.06214440392289117,0.05665361278770953
-56.355525,12.5,0.0002040204094388875,-0.06209596455850991,0.06209629971889779,0.05583346753882767
-55.9773,12.5,0.00024851260505465,-0.06204772995345804,0.06204822762087669,0.0550133222899476
-55.599075,12.5,0.0002930048006704124,-0.06199949534840615,0.06200018770350822,0.0541931770410673
-55.22085,12.5,0.0003198704190506181,-0.0619659096914737,0.06196673527770248,0.05362211158020069
-54.842625,12.5,0.0003397008276866614,-0.061938170797709,0.06193910233784877,0.05315046011947366
-54.4644,12.5,0.0003595312363227052,-0.06191043190394434,0.06191147584448962,0.05267880865874752
-54.086175,12.5,0.0003793616449587483,-0.06188269301017964,0.06188385580625856,0.05220715719802027
-53.70795,12.5,0.0003991920535947917,-0.06185495411641494,0.06185624223180269,0.05173550573729346
-53.329725,12.5,0.0004190224622308354,-0.06182721522265028,0.06182863512978248,0.0512638542765671
-52.9515,12.5,0.0004388528708668794,-0.06179947632888565,0.06180103450887182,0.05079220281584118
-52.573275,12.5,0.0004586832795029225,-0.06177173743512096,0.06177344037775798,0.05032055135511437
-52.19504999999999,12.5,0.0004785136881389671,-0.06174399854135636,0.06174585274514195,0.04984889989438912
-51.81682499999999,12.5,0.0004983440967750103,-0.06171625964759167,0.06171827161973788,0.04937724843366209
-51.43859999999999,12.5,0.0005181745054110534,-0.06168852075382696,0.06169069701027374,0.04890559697293506
-51.06037499999999,12.5,0.0005375069691707932,-0.0616639848463829,0.06166632744761801,0.04848840670268051
-50.68214999999999,12.5,0.0005554683298735214,-0.06164826843793228,0.06165077085049991,0.04822117661535286
-50.30392499999999,12.5,0.0005734296905762493,-0.0616325520294816,0.06163521956865888,0.04795394652802387
-49.92569999999999,12.5,0.0005910997259740373,-0.06161597417860977,0.06161880940804644,0.04767206911626642
-49.54747499999999,12.5,0.0006080058924582101,-0.06159713758441825,0.06160013822840835,0.04735178571776766
-49.16925,12.5,0.0006249120589423836,-0.06157830099022679,0.06158147179082664,0.04703150231927
-48.79102499999999,12.5,0.0006418182254265577,-0.06155946439603532,0.06156281009961477,0.04671121892077212
-48.4128,12.5,0.0006587243919107316,-0.0615406278018439,0.06154415315909043,0.04639093552227513
-48.034575,12.5,0.0006756305583949051,-0.06152179120765241,0.06152550097357529,0.04607065212377681
-47.65635,12.5,0.0006925367248790792,-0.06150295461346102,0.06150685354739545,0.04575036872528027
-47.278125,12.5,0.0007094428913632533,-0.06148411801926956,0.0614882108848808,0.04543008532678261
-46.8999,12.5,0.0007263490578474267,-0.06146528142507809,0.06146957299036562,0.04510980192828495
-46.52167499999999,12.5,0.0007432552243316009,-0.06144644483088664,0.06145093986818828,0.0447895185297873
-46.14345,12.5,0.0007601613908157739,-0.06142760823669515,0.06143231152269125,0.0444692351312892
-45.765225,12.5,0.0007770675572999476,-0.06140877164250369,0.06141368795822128,0.04414895173279154
-45.387,12.5,0.0007939737237841215,-0.06138993504831223,0.06139506917912915,0.04382866833429389
-45.008775,12.5,0.0008108798902682952,-0.06137109845412077,0.06137645518976985,0.04350838493579623
-44.63055,12.5,0.0008277860567524686,-0.06135226185992928,0.0613578459945025,0.04318810153729791
-44.252325,12.5,0.0008446922232366425,-0.06133342526573782,0.06133924159769048,0.04286781813880025
-43.8741,12.5,0.00086119989914969,-0.06131426800369254,0.06132031576969357,0.04254208234328405
-43.495875,12.5,0.0008650471503386789,-0.06128492281871742,0.06129102765877287,0.04204311870485533
-43.11765,12.5,0.0008688944015276673,-0.06125557763374227,0.06126173984408566,0.04154415506642617
-42.739425,12.5,0.0008727416527166563,-0.06122623244876717,0.0612324523260571,0.0410451914279979
-42.3612,12.5,0.0008765889039056456,-0.06119688726379211,0.06120316510511308,0.04054622778957029
-41.982975,12.5,0.0008804361550946346,-0.06116754207881699,0.06117387818168017,0.04004726415114179
-41.60475,12.5,0.0008842834062836235,-0.0611381968938419,0.06114459155618596,0.03954830051271352
-41.226525,12.5,0.0008881306574726127,-0.06110885170886683,0.06111530522905878,0.03904933687428591
-40.8483,12.5,0.0008919779086616017,-0.06107950652389173,0.0610860192007277,0.03855037323585764
-40.47007499999999,12.5,0.0008958251598505905,-0.06105016133891661,0.06105673347162268,0.03805140959742892
-40.09185,12.5,0.0008996724110395798,-0.06102081615394156,0.0610274480421746,0.03755244595900153
-39.713625,12.5,0.0009035196622285688,-0.06099147096896644,0.06099816291281492,0.03705348232057282
-39.33539999999999,12.5,0.0009073669134175578,-0.06096212578399135,0.06096887808397616,0.03655451868214477
-38.957175,12.5,0.0009100451649634641,-0.06091469563125639,0.06092149313707666,0.03574805174046669
-38.57894999999999,12.5,0.00091265075222138,-0.06086614132821616,0.06087298326500775,0.03492247058543696
-38.200725,12.5,0.0009152563394792966,-0.06081758702517598,0.06082447357545982,0.03409688943040812
-37.8225,12.5,0.0009178619267372129,-0.06076903272213577,0.06077596406886987,0.03327130827537883
-37.444275,12.5,0.0009204675139951285,-0.06072047841909552,0.06072745474567632,0.03244572712034888
-37.06605,12.5,0.0009230731012530447,-0.06067192411605531,0.06067894560631908,0.03162014596531937
-36.687825,12.5,0.0009256786885109616,-0.06062336981301512,0.06063043665123943,0.03079456481029053
-36.3096,12.5,0.000926490519256807,-0.06058148217345872,0.06058856630599019,0.03008233862885823
-35.931375,12.5,0.0009253871678557761,-0.06054671248709052,0.06055378381575205,0.02949114081456572
-35.55315,12.5,0.0009242838164547457,-0.06051194280072233,0.06051900133091467,0.02889994300027343
-35.17492499999999,12.5,0.0009231804650537146,-0.06047717311435408,0.06048421885148728,0.02830874518598026
-34.79669999999999,12.5,0.0009220771136526841,-0.06044240342798587,0.06044943637747933,0.02771754737168775
-34.41847499999999,12.5,0.000920973762251654,-0.06040763374161769,0.06041465390890015,0.02712634955739546
-34.04025,12.5,0.0009198704108506232,-0.06037286405524948,0.06037987144575908,0.02653515174310295
-33.662025,12.5,0.0009187670594495921,-0.06033809436888123,0.06034508898806552,0.02594395392880933
-33.2838,12.5,0.0009176637080485617,-0.06030332468251304,0.06031030653582898,0.02535275611451704
-32.90557499999999,12.5,0.0009165603566475315,-0.06026855499614486,0.06027552408905886,0.02476155830022497
-32.52735,12.5,0.0009148689299004005,-0.06023449932069092,0.0602414466424339,0.02418250099497876
-32.149125,12.5,0.0009072832231831992,-0.06020760017757243,0.06021443582721248,0.02372512802791826
-31.7709,12.5,0.0008996975164659975,-0.06018070103445392,0.06018742586802876,0.0232677550608571
-31.392675,12.5,0.0008921118097487967,-0.06015380189133544,0.06016041676603583,0.02281038209379682
-31.01445,12.5,0.0008845261030315958,-0.06012690274821696,0.06013340852238865,0.02235300912673632
-30.636225,12.5,0.0008769403963143942,-0.06010000360509844,0.06010640113824429,0.02189563615967516
-30.258,12.5,0.0008693546895971931,-0.06007310446197996,0.0600793946147619,0.02143826319261466
-29.879775,12.5,0.0008617689828799918,-0.06004620531886146,0.06005238895310261,0.02098089022555372
-29.50155,12.5,0.0008541832761627909,-0.06001930617574296,0.06002538415442965,0.020523517258493
-29.123325,12.5,0.0008465975694455898,-0.05999240703262449,0.0599983802199083,0.02006614429143272
-28.7451,12.5,0.0008390118627283883,-0.05996550788950597,0.05997137715070584,0.01960877132437155
-28.36687499999999,12.5,0.0008314261560111874,-0.05993860874638751,0.05994437494799175,0.0191513983573115
-27.98865,12.5,0.0008238404492939859,-0.05991170960326899,0.0599173736129374,0.01869402539025034
-27.610425,12.5,0.0008162547425767848,-0.05988481046015051,0.05989037314671642,0.01823665242318984
-27.2322,12.5,0.0008086690358595835,-0.059857911317032,0.05986337355050436,0.01777927945612867
-26.853975,12.5,0.0008010833291423821,-0.0598310121739135,0.05983637482547899,0.01732190648906817
-26.47574999999999,12.5,0.0007934976224251813,-0.05980411303079504,0.0598093769728201,0.0168645335220079
-26.097525,12.5,0.0007859119157079803,-0.05977721388767657,0.05978237999370956,0.0164071605549474
-25.7193,12.5,0.0007783262089907792,-0.05975031474455808,0.05975538388933132,0.0159497875878869
-25.341075,12.5,0.0007707405022735777,-0.05972341560143955,0.05972838866087146,0.01549241462082551
-24.96285,12.5,0.000762818775992363,-0.05969501721038111,0.05969989088962142,0.01500954955999689
-24.584625,12.5,0.0007544836019161388,-0.05966477410305793,0.05966954427741587,0.01449531831967077
-24.2064,12.5,0.0007427648120902765,-0.05963842197351292,0.05964304716441698,0.01404724636342736
-23.82817499999999,12.5,0.0007326351361791711,-0.05961387479501334,0.05961837654883175,0.01362986444855152
-23.44994999999999,12.5,0.0007242961207699925,-0.05958974072986919,0.05959414237258217,0.01321950680505357
-23.071725,12.5,0.0007159571053608137,-0.05956560666472503,0.05956990928240072,0.0128091491615554
-22.6935,12.5,0.0007076180899516353,-0.0595414725995809,0.05954567727961341,0.01239879151805789
-22.315275,12.5,0.0006992790745424565,-0.05951733853443674,0.05952144636554829,0.01198843387455995
-21.93704999999999,12.5,0.0006909400591332779,-0.05949320446929261,0.05949721654153556,0.01157807623106244
-21.558825,12.5,0.0006826010437240998,-0.05946907040414848,0.05947298780890752,0.01116771858756516
-21.1806,12.5,0.000674262028314921,-0.05944493633900433,0.05944876016899851,0.01075736094406721
-20.802375,12.5,0.0006659230129057428,-0.05942080227386021,0.05942453362314515,0.01034700330056992
-20.42415,12.5,0.0006575839974965636,-0.05939666820871603,0.05940030817268595,0.00993664565707153
-20.045925,12.5,0.0006492449820873854,-0.0593725341435719,0.05937608381896179,0.009526288013573803
-19.6677,12.5,0.0006409059666782067,-0.05934840007842775,0.0593518605633155,0.009115930370076075
-19.289475,12.5,0.0006325669512690282,-0.05932426601328362,0.05932763840709215,0.00870557272657857
-18.91125,12.5,0.0006242279358598495,-0.05930013194813948,0.05930341735163885,0.008295215083080842
-18.533025,12.5,0.0006158889204506712,-0.05927599788299534,0.05927919739830493,0.007884857439583337
-18.1548,12.5,0.0006075499050414924,-0.05925186381785118,0.05925497854844179,0.007474499796085166
-17.77657499999999,12.5,0.0005992108896323136,-0.05922772975270704,0.05923076080340309,0.00706414215258766
-17.39834999999999,12.5,0.0005867436731742887,-0.05920941904083322,0.05921232617699624,0.006752800464793651
-17.020125,12.5,0.0005704745462340677,-0.0591964714078354,0.05919922016670976,0.006532648570194644
-16.6419,12.5,0.0005542054192938463,-0.0591835237748376,0.05918611855877644,0.006312496675595858
-16.263675,12.5,0.0005379362923536246,-0.05917057614183976,0.05917302135612046,0.006092344780996628
-15.88545,12.5,0.0005216671654134035,-0.05915762850884196,0.05915992856166766,0.005872192886397842
-15.50722500000001,12.5,0.0005053980384731825,-0.05914468087584415,0.05914684017834543,0.005652040991799057
-15.129,12.5,0.000489128911532961,-0.05913173324284635,0.05913375620908279,0.005431889097200271
-14.750775,12.5,0.0004776919428870435,-0.05911884818517155,0.05912077807618622,0.005212801186722738
-14.37255,12.5,0.0004679538002461913,-0.05910598512689712,0.05910783753936654,0.00499408733764084
-13.994325,12.5,0.0004582156576053391,-0.0590931220686227,0.05909489857344725,0.004775373488559165
-13.6161,12.5,0.0004484775149644873,-0.05908025901034828,0.05908196117946042,0.004556659639477267
-13.237875,12.5,0.0004387393723236349,-0.05906739595207386,0.0590690253584389,0.004337945790395592
-12.85964999999999,12.5,0.0004290012296827827,-0.05905453289379944,0.05905609111141635,0.004119231941313917
-12.48142499999999,12.5,0.0004192630870419306,-0.05904166983552503,0.05904315843942719,0.003900518092232241
-12.1032,12.5,0.0004095249444010786,-0.05902880677725061,0.0590302273435066,0.003681804243150566
-11.724975,12.5,0.0003997868017602264,-0.05901594371897617,0.05901729782469056,0.003463090394068447
-11.34675,12.5,0.0003900486591193742,-0.05900308066070176,0.05900436988401586,0.003244376544986771
-10.968525,12.5,0.000380310516478522,-0.05899021760242731,0.05899144352252002,0.003025662695904652
-10.5903,12.5,0.0003705723738376698,-0.05897735454415291,0.05897851874124142,0.002806948846823198
-10.212075,12.5,0.0003576579573464928,-0.05896397265949744,0.05896505737302742,0.002579413260920926
-9.833849999999998,12.5,0.0003427435899665568,-0.05895026409416817,0.05895126046099978,0.002346323040493647
-9.455624999999998,12.5,0.0003278292225866211,-0.05893655552883899,0.05893746728188363,0.002113232820067923
-9.077399999999997,12.5,0.0003129148552066851,-0.05892284696350972,0.05892367783830025,0.001880142599640866
-8.699174999999997,12.5,0.0002963285243860252,-0.05891624239238277,0.05891698760317236,0.001767843398168489
-8.320949999999996,12.5,0.0002789864840512634,-0.05891284875032016,0.05891350932796639,0.001710140439658669
-7.942724999999996,12.5,0.0002616444437165019,-0.05890945510825758,0.05891003614806854,0.001652437481149072
-7.564499999999995,12.5,0.0002443024033817401,-0.05890606146619493,0.05890656806437999,0.001594734522638586
-7.186274999999995,12.5,0.0002309910951243616,-0.05889894980211734,0.05889940275315501,0.001473813090845155
-6.808049999999994,12.5,0.0002191543100966614,-0.05889047801046904,0.05889088578815207,0.001329765064280286
-6.429824999999994,12.5,0.0002073175250689611,-0.05888200621882074,0.05888237118959668,0.001185717037715417
-6.051600000000008,12.5,0.0001954807400412612,-0.05887353442717243,0.05887385895851557,0.001041669011150548
-5.673374999999993,12.5,0.0001836439550135605,-0.05886506263552414,0.05886534909593583,0.0008976209845859007
-5.295149999999992,12.5,0.0001718071699858602,-0.05885659084387584,0.05885684160288477,0.0007535729580210315
-4.916924999999992,12.5,0.0001599703849581599,-0.05884811905222752,0.05884833648039006,0.0006095249314559403
-4.538700000000006,12.5,0.000148027429290323,-0.05883988145086695,0.05884006765182972,0.0004694589018747752
-4.160475000000005,12.5,0.00013543264144323,-0.05883308165533847,0.05883323753682176,0.0003538402502853977
-3.782250000000005,12.5,0.0001228378535961369,-0.05882628185980994,0.05882641011134438,0.000238221598695354
-3.40402499999999,12.5,0.0001102430657490433,-0.05881948206428142,0.05881958537633421,0.0001226029471053103
-3.02579999999999,12.5,9.764827790195024e-005,-0.0588126822687529,0.05881276333272786,6.984295515266581e-006
-2.647575000000003,12.5,8.505349005485764e-005,-0.05880588247322441,0.05880594398146205,-0.000108634356074111
-2.269350000000003,12.5,7.140937073268928e-005,-0.05880329017705382,0.05880333353599117,-0.0001527118267138361
-1.891125000000002,12.5,5.674542715388105e-005,-0.05880478706528967,0.05880481444437659,-0.0001272598555945859
-1.512899999999988,12.5,4.208148357507216e-005,-0.05880628395352545,0.05880629901017344,-0.0001018078844762238
-1.134675000000001,12.5,2.741753999626448e-005,-0.05880778084176132,0.05880778723310484,-7.635591335664049e-005
-0.756450000000001,12.5,1.27535964174562e-005,-0.05880927772999712,0.05880927911289303,-5.090394223805639e-005
-0.3782250000000005,12.5,-1.910347161352054e-006,-0.05881077461823296,0.05881077464925981,-2.545197111869513e-005
0,12.5,-1.657429074016035e-005,-0.05881227150646878,0.05881227384192617,0
0.3782250000000005,12.5,-3.123823431896865e-005,-0.05881376839470459,0.05881377669061252,2.545197111891717e-005
0.756450000000001,12.5,-4.59021778977769e-005,-0.05881526528294043,0.05881528319503863,5.090394223805639e-005
1.134675000000001,12.5,-6.056612147658521e-005,-0.05881676217117625,0.05881679335492355,7.635591335697356e-005
1.512900000000002,12.5,-7.523006505539347e-005,-0.05881825905941208,0.05881830716998578,0.0001018078844761128
1.891125000000002,12.5,-8.490262662395557e-005,-0.05881872782552985,0.05881878910237585,0.0001097784339170182
2.269350000000003,12.5,-9.401522048009609e-005,-0.05881908124980653,0.05881915638576453,0.0001157877967188359
2.647575000000003,12.5,-0.0001031278143362367,-0.05881943467408322,0.05881952508074877,0.0001217971595208756
3.025800000000004,12.5,-0.0001122404081923772,-0.05881978809835989,0.05881989518730198,0.0001278065223224711
3.404025000000004,12.5,-0.0001213530020485178,-0.05882014152263659,0.05882026670539758,0.0001338158851245108
3.782250000000005,12.5,-0.0001327979791691061,-0.05882706056893987,0.0588272104598288,0.0002514621879461387
4.160475000000005,12.5,-0.0001445417764644938,-0.0588348207893124,0.05883499833972676,0.0003834111872580426
4.538700000000006,12.5,-0.0001562855737598814,-0.05884258100968492,0.05884278855613403,0.0005153601865695023
4.916924999999992,12.5,-0.0001680293710552686,-0.05885034123005745,0.05885058110812277,0.0006473091858811841
5.295150000000007,12.5,-0.0001797731683506567,-0.05885810145042999,0.05885837599476533,0.000779258185193088
5.673375000000007,12.5,-0.0001915169656460444,-0.05886586167080252,0.05886617321513424,0.0009112071845049918
6.051600000000008,12.5,-0.0002044645315825004,-0.05887223579514182,0.05887259084891248,0.001019588040677144
6.429825000000008,12.5,-0.000219851562023831,-0.05887580096437293,0.05887621144321178,0.001080207519227994
6.808050000000009,12.5,-0.0002352385924651616,-0.05887936613360405,0.05887983605183005,0.001140826997778843
7.186274999999995,12.5,-0.0002506256229064918,-0.05888293130283521,0.05888346467402601,0.001201446476330581
7.564499999999995,12.5,-0.0002660126533478225,-0.05888649647206635,0.05888709730905765,0.001262065954881875
7.942724999999996,12.5,-0.0002813996837891532,-0.05889006164129749,0.0588907339561824,0.001322685433433168
8.320949999999996,12.5,-0.0002976595156201952,-0.05889593785397778,0.05889669003336989,0.001422600171119281
8.699174999999997,12.5,-0.0003150580540248715,-0.05890482918601786,0.05890567173890259,0.00157378174959466
9.077399999999997,12.5,-0.0003324565924295479,-0.05891372051805792,0.05891465855511419,0.001724963328069817
9.455625000000012,12.5,-0.0003498551308342249,-0.05892261185009801,0.05892365047966632,0.00187614490654564
9.833850000000012,12.5,-0.0003636837689293701,-0.05893824443120095,0.05893936649231796,0.002141949656175424
10.21207500000001,12.5,-0.0003770872107260356,-0.05895467993504692,0.05895588588943701,0.00242140670527391
10.5903,12.5,-0.0003904906525227009,-0.05897111543889291,0.05897240828605307,0.002700863754372618
10.968525,12.5,-0.0004038940943193662,-0.05898755094273887,0.0589889336796457,0.00298032080347066
11.34675,12.5,-0.0004172975361160316,-0.05900398644658484,0.05900546206769688,0.003259777852569146
11.724975,12.5,-0.0004307009779126972,-0.05902042195043081,0.05902199344769093,0.003539234901667632
12.1032,12.5,-0.0004441044197093628,-0.05903685745427679,0.0590385278171145,0.003818691950766118
12.481425,12.5,-0.0004575078615060283,-0.05905329295812277,0.05905506517345665,0.004098148999864604
12.85965,12.5,-0.0004709113033026937,-0.05906972846196872,0.05907160551420874,0.004377606048962646
13.237875,12.5,-0.0004843147450993595,-0.05908616396581473,0.0590881488368646,0.004657063098061798
13.61609999999999,12.5,-0.0004977181868960244,-0.05910259946966068,0.05910469513892024,0.00493652014715984
13.99432499999999,12.5,-0.0005111216286926899,-0.05911903497350666,0.0591212444178742,0.005215977196258326
14.37255,12.5,-0.000524525070489356,-0.05913547047735263,0.05913779667122724,0.00549543424535659
14.750775,12.5,-0.0005379285122860215,-0.05915190598119861,0.05915435189648256,0.005774891294455076
15.129,12.5,-0.0005512003513722752,-0.05916814653696683,0.05917071392544907,0.006051033591840005
15.50722500000001,12.5,-0.000562864783623152,-0.05918200598012976,0.05918468255044339,0.006286689226419728
15.88545000000001,12.5,-0.0005745292158740288,-0.0591958654232927,0.05919865342245947,0.006522344860999674
16.26367500000001,12.5,-0.0005861936481249054,-0.05920972486645563,0.0592126265399068,0.006758000495579175
16.64189999999999,12.5,-0.0005978580803757818,-0.05922358430961858,0.05922660190119614,0.006993656130159343
17.02012499999999,12.5,-0.0006095225126266585,-0.05923744375278149,0.0592405795047394,0.007229311764738622
17.39834999999999,12.5,-0.0006211869448775352,-0.05925130319594442,0.05925455934894985,0.007464967399318345
17.77657499999999,12.5,-0.0006328513771284121,-0.05926516263910737,0.05926854143224195,0.007700623033898291
18.15479999999999,12.5,-0.0006400380478921364,-0.05928263594048434,0.05928609088778544,0.007997726018180273
18.53302500000001,12.5,-0.0006447228681976982,-0.05930212840542202,0.05930563296171737,0.008329161353670456
18.91125000000001,12.5,-0.0006494076885032599,-0.05932162087035969,0.05932517537296103,0.008660596689160416
19.28947500000001,12.5,-0.0006558959596424564,-0.05934746174834374,0.05935108605140262,0.009099975705174179
19.6677,12.5,-0.0006625702817129934,-0.05937395755305928,0.05937765433974884,0.009550490606857975
20.045925,12.5,-0.0006692446037835302,-0.05940045335777475,0.05940422331323647,0.01000100550854066
20.42415,12.5,-0.0006759189258540675,-0.05942694916249029,0.05943079297094675,0.01045152041022446
20.802375,12.5,-0.0006825932479246048,-0.0594534449672058,0.0594573633119623,0.01090203531190781
21.1806,12.5,-0.0006892675699951423,-0.05947994077192133,0.05948393433536753,0.01135255021359161
21.558825,12.5,-0.0006959418920656792,-0.05950643657663682,0.05951050604024833,0.01180306511527451
21.93705,12.5,-0.0007026162141362162,-0.05953293238135234,0.05953707842569231,0.01225358001695787
22.31527500000001,12.5,-0.0007092905362067539,-0.05955942818606787,0.05956365149078865,0.01270409491864166
22.69350000000001,12.5,-0.0007159648582772907,-0.05958592399078336,0.05959022523462804,0.01315460982032457
23.071725,12.5,-0.0007226391803478278,-0.05961241979549887,0.05961679965630291,0.01360512472200792
23.44995,12.5,-0.000729313502418365,-0.05963891560021441,0.05964337475490725,0.01405563962369172
23.828175,12.5,-0.0007359878244889022,-0.05966541140492991,0.05966995052953653,0.01450615452537485
24.2064,12.5,-0.0007426621465594394,-0.05969190720964543,0.05969652697928794,0.01495666942705842
24.584625,12.5,-0.0007493364686299767,-0.05971840301436097,0.05972310410326021,0.01540718432874222
24.96285,12.5,-0.0007560107907005135,-0.05974489881907644,0.05974968190055355,0.0158576992304249
25.341075,12.5,-0.0007626851127710507,-0.05977139462379195,0.05977626037026997,0.01630821413210826
25.7193,12.5,-0.0007677392410809456,-0.05979523409479064,0.05980016257497222,0.01671356271647739
26.09752499999999,12.5,-0.00077266779476895,-0.05981886768417796,0.05982385767014915,0.01711541064348232
26.47574999999999,12.5,-0.0007775963484569547,-0.05984250127356531,0.05984755312256132,0.01751725857048769
26.85397499999999,12.5,-0.0007825249021449595,-0.05986613486295266,0.05987124893178455,0.01791910649749306
27.23220000000001,12.5,-0.0007916151480873433,-0.05989092615488197,0.05989615755816233,0.01834063913505801
27.61042500000001,12.5,-0.0008021937892227599,-0.05991613148965572,0.05992150137939787,0.01876921184833913
27.98865000000001,12.5,-0.0008127724303581761,-0.05994133682442943,0.05994684695063827,0.01919778456161936
28.36687500000001,12.5,-0.0008233510714935928,-0.05996654215920315,0.05997219426966482,0.01962635727490003
28.74510000000001,12.5,-0.0008339297126290092,-0.05999174749397687,0.05999754333426233,0.0200549299881807
29.12332499999999,12.5,-0.0008445083537644256,-0.06001695282875063,0.06002289414221923,0.02048350270146182
29.50154999999999,12.5,-0.0008550869948998416,-0.06004215816352432,0.06004824669132744,0.02091207541474183
29.879775,12.5,-0.0008656656360352575,-0.060067363498298,0.06007360097938257,0.02134064812802183
30.258,12.5,-0.0008762442771706746,-0.06009256883307178,0.06009895700418389,0.02176922084130339
