x_mm,y_mm,Bx_T,By_T,Bmag_T,dBy_over_By0
-75.645,12.5,-0.001181453852326117,-0.0590908584897873,0.05910266821612408,0.09346152242355665
-75.266775,12.5,-0.001101461202749968,-0.05911637217572947,0.05912663254406194,0.09393364678569949
-74.88855,12.5,-0.00103888940760693,-0.05912273006061899,0.05913185690490413,0.09405129785167432
-74.51032499999999,12.5,-0.0009780059776628709,-0.05912723143565759,0.0591353193357249,0.09413459466828011
-74.13209999999999,12.5,-0.0009171225477188148,-0.05913173281069625,0.05913884458596655,0.09421789148488702
-73.75387499999999,12.5,-0.0008529984723449728,-0.05913763818278632,0.05914378966748723,0.09432716891495208
-73.37564999999999,12.5,-0.0007745108090132771,-0.05914976652360451,0.05915483705319628,0.09455160082124814
-72.99742499999999,12.5,-0.0006960231456815813,-0.05916189486442271,0.05916598898157902,0.0947760327275442
-72.61919999999999,12.5,-0.0006175354823498836,-0.05917402320524091,0.0591772453935324,0.09500046463384049
-72.24097499999999,12.5,-0.0005390478190181887,-0.05918615154605919,0.05918860622944481,0.0952248965401381
-71.86274999999999,12.5,-0.0004603122054507447,-0.05919095668525919,0.05919274652052155,0.09531381443639764
-71.48452499999999,12.5,-0.000380742299137457,-0.0591711210171246,0.05917234596601319,0.09494676037031935
-71.10629999999999,12.5,-0.0003130258769058582,-0.05915572638531597,0.05915655457659769,0.09466188656809615
-70.72807499999999,12.5,-0.0002566780807908287,-0.05914459113254177,0.05914514810086028,0.09445583150708936
-70.34985,12.5,-0.0002003302846758027,-0.05913345587976783,0.05913379521481271,0.09424977644608767
-69.97162499999999,12.5,-0.0001439824885607694,-0.05912232062699328,0.05912249594932548,0.09404372138507466
-69.5934,12.5,-8.763469244574352e-005,-0.0591111853742194,0.05911125033514897,0.09383766632407387
-69.215175,12.5,-3.593307696040711e-005,-0.05909376756074944,0.05909377848564011,0.09351535405241429
-68.83695,12.5,1.273699510186609e-005,-0.05907195748490181,0.05907195885806641,0.09311176406658528
-68.458725,12.5,6.053735988491361e-005,-0.05904860868178834,0.05904863971360316,0.09267970031845696
-68.0805,12.5,0.0001083377246679613,-0.05902525987867497,0.05902535930265654,0.09224763657033042
-67.702275,12.5,0.0001571513101731683,-0.05900445438560935,0.05900466366210168,0.09186263613703582
-67.32405,12.5,0.0002072744109519926,-0.05898693593877269,0.05898730010880569,0.09153846167015423
-66.945825,12.5,0.0002573975117308157,-0.05896941749193578,0.05896997925060909,0.09121428720326774
-66.5676,12.5,0.0002962884044447725,-0.05895019065567977,0.05895093523566528,0.09085849941847002
-66.189375,12.5,0.0003351774608278802,-0.0589323826251708,0.0589333357770437,0.09052896627832996
-65.81115,12.5,0.0003776381718064779,-0.05891904005736967,0.05892025026992619,0.09028206540611849
-65.432925,12.5,0.0004200988827850759,-0.05890569748956874,0.05890719548411639,0.09003516453391058
-65.0547,12.5,0.0004625595937636736,-0.05889235492176761,0.05889417144004345,0.0897882636616989
-64.676475,12.5,0.0005046324264178679,-0.05886886288110493,0.05887102573252929,0.08935354933863171
-64.29825,12.5,0.0005457155593032014,-0.05881947372190356,0.05882200518847831,0.08843961532934852
-63.920025,12.5,0.0005851575575047044,-0.05877076519141802,0.05877367821186535,0.08753827618381993
-63.54179999999999,12.5,0.0006108968622215199,-0.05872773958675129,0.05873091683215534,0.0867420981558733
-63.16357499999999,12.5,0.0006366361669383319,-0.05868471398208439,0.0586881671273529,0.08594592012792357
