x_mm,y_mm,Bx_T,By_T,Bmag_T,dBy_over_By0
-75.645,12.5,-0.003548288181654729,-0.06046075170655313,0.06056478222483375,0.04569568638542676
-75.266775,12.5,-0.003457500343631483,-0.06054731235649183,0.06064595074875816,0.04719279146097954
-74.88855,12.5,-0.003366712505608243,-0.06063387300643064,0.06072726989463117,0.04868989653653411
-74.51032499999999,12.5,-0.003275924667585003,-0.06072043365636945,0.06080873905817531,0.05018700161208889
-74.13209999999999,12.5,-0.003168975615013828,-0.06078544238637526,0.06086799169149495,0.05131135661307207
-73.75387499999999,12.5,-0.003037674345744423,-0.06081797601849003,0.06089379009731963,0.05187404030132647
-73.37564999999999,12.5,-0.002906373076475013,-0.06085050965060465,0.06091987794798992,0.05243672398957799
-72.99742499999999,12.5,-0.002775071807205603,-0.06088304328271926,0.06094625487181812,0.05299940767782951
-72.61919999999999,12.5,-0.002643770537936193,-0.06091557691483387,0.06097292049364456,0.05356209136608103
-72.24097499999999,12.5,-0.002512469268666787,-0.06094811054694861,0.06099987443486309,0.05412477505433455
-71.86274999999999,12.5,-0.002381167999397378,-0.06098064417906326,0.06102711631344608,0.05468745874258674
-71.48452499999999,12.5,-0.002249866730127966,-0.06101317781117784,0.06105464574397055,0.05525014243083759
-71.10629999999999,12.5,-0.002122230564760616,-0.06104693778974673,0.06108381517288529,0.05583403632837447
-70.72807499999999,12.5,-0.002054703039140954,-0.06110081016327722,0.06113534826258778,0.05676578307359526
-70.34985,12.5,-0.001987175513521297,-0.06115468253680782,0.06118695990731429,0.05769752981881782
-69.97162499999999,12.5,-0.001919647987901635,-0.06120855491033843,0.06123864990844727,0.0586292765640406
-69.5934,12.5,-0.001852120462281978,-0.06126242728386901,0.06129041806773831,0.05956102330926294
-69.215175,12.5,-0.001784592936662319,-0.06131629965739961,0.06134226418730897,0.0604927700544855
-68.83695,12.5,-0.001717577674135043,-0.06135367199516499,0.06137770882296748,0.06113914131664044
-68.458725,12.5,-0.001651204323515421,-0.06137036829830791,0.06139257757081024,0.06142791133160608
-68.0805,12.5,-0.001584830972895798,-0.06138706460145085,0.06140751899885998,0.06171668134657193
-67.702275,12.5,-0.001518457622276174,-0.06140376090459373,0.06142253305407684,0.0620054513615369
-67.32405,12.5,-0.001452084271656552,-0.06142045720773678,0.06143761968321541,0.06229422137650498
-66.945825,12.5,-0.001385710921036929,-0.06143715351087966,0.06145277883282475,0.06258299139146972
-66.5676,12.5,-0.001319337570417305,-0.06145384981402255,0.06146801044925038,0.06287176140643491
-66.189375,12.5,-0.001252964219797682,-0.06147054611716549,0.06148331447863447,0.06316053142140099
-65.81115,12.5,-0.001186590869178061,-0.06148724242030852,0.06149869086691687,0.0634493014363684
-65.432925,12.5,-0.001120217518558437,-0.06150393872345142,0.06151413955983577,0.06373807145133359
-65.0547,12.5,-0.001053844167938813,-0.06152063502659431,0.06152966050292916,0.06402684146629878
-64.676475,12.5,-0.00098747081731919,-0.06153733132973729,0.06154525364153538,0.06431561148126552
